conf_cases,weekdate,week,year
4,4/30/2021,18,2021
7,5/7/2021,19,2021
13,5/14/2021,20,2021
15,5/21/2021,21,2021
11,5/28/2021,22,2021
8,6/4/2021,23,2021
8,6/11/2021,24,2021
6,6/18/2021,25,2021
5,6/25/2021,26,2021
19,7/2/2021,27,2021
16,7/9/2021,28,2021
14,7/16/2021,29,2021
4,7/23/2021,30,2021
5,7/30/2021,31,2021
19,8/6/2021,32,2021
8,8/13/2021,33,2021
9,8/20/2021,34,2021
13,8/27/2021,35,2021
9,9/3/2021,36,2021
6,9/10/2021,37,2021
10,9/17/2021,38,2021
13,9/24/2021,39,2021
7,10/1/2021,40,2021
14,10/8/2021,41,2021
12,10/15/2021,42,2021
7,10/22/2021,43,2021
10,10/29/2021,44,2021
9,11/5/2021,45,2021
8,11/12/2021,46,2021
10,11/19/2021,47,2021
16,11/26/2021,48,2021
6,12/3/2021,49,2021
15,12/10/2021,50,2021
8,12/17/2021,51,2021
6,12/24/2021,52,2021
8,1/1/2022,1,2022
13,1/8/2022,2,2022
13,1/15/2022,3,2022
5,1/22/2022,4,2022
5,1/29/2022,5,2022
13,2/5/2022,6,2022
6,2/12/2022,7,2022
5,2/19/2022,8,2022
10,2/26/2022,9,2022
6,3/5/2022,10,2022
11,3/12/2022,11,2022
7,3/19/2022,12,2022
7,3/26/2022,13,2022
6,4/2/2022,14,2022
3,4/9/2022,15,2022
9,4/16/2022,16,2022
8,4/23/2022,17,2022
3,4/30/2022,18,2022
8,5/7/2022,19,2022
4,5/14/2022,20,2022
6,5/21/2022,21,2022
5,5/28/2022,22,2022
4,6/4/2022,23,2022
2,6/11/2022,24,2022
3,6/18/2022,25,2022
3,6/25/2022,26,2022
7,7/2/2022,27,2022
5,7/9/2022,28,2022
6,7/16/2022,29,2022
8,7/23/2022,30,2022
10,7/30/2022,31,2022
9,8/6/2022,32,2022
18,8/13/2022,33,2022
18,8/20/2022,34,2022
17,8/27/2022,35,2022
29,9/3/2022,36,2022
18,9/10/2022,37,2022
36,9/17/2022,38,2022
36,9/24/2022,39,2022
47,10/1/2022,40,2022
47,10/8/2022,41,2022
48,10/15/2022,42,2022
43,10/22/2022,43,2022
55,10/29/2022,44,2022
65,11/5/2022,45,2022
62,11/12/2022,46,2022
68,11/19/2022,47,2022
64,11/26/2022,48,2022
69,12/3/2022,49,2022
46,12/10/2022,50,2022
45,12/17/2022,51,2022
26,12/24/2022,52,2022
31,1/1/2023,1,2023
37,1/8/2023,2,2023
28,1/15/2023,3,2023
24,1/22/2023,4,2023
26,1/29/2023,5,2023
24,2/5/2023,6,2023
19,2/12/2023,7,2023
16,2/19/2023,8,2023
20,2/26/2023,9,2023
12,3/5/2023,10,2023
13,3/12/2023,11,2023
15,3/19/2023,12,2023
11,3/26/2023,13,2023
7,4/2/2023,14,2023
10,4/9/2023,15,2023
5,4/16/2023,16,2023
4,4/23/2023,17,2023
7,4/30/2023,18,2023
5,5/7/2023,19,2023
8,5/14/2023,20,2023
8,5/21/2023,21,2023
9,5/28/2023,22,2023
10,6/4/2023,23,2023
15,6/11/2023,24,2023
13,6/18/2023,25,2023
3,6/25/2023,26,2023
4,7/2/2023,27,2023
14,7/9/2023,28,2023
20,7/16/2023,29,2023
17,7/23/2023,30,2023
33,7/30/2023,31,2023
40,8/6/2023,32,2023
17,8/13/2023,33,2023
14,8/20/2023,34,2023
28,8/27/2023,35,2023
34,9/3/2023,36,2023
46,9/10/2023,37,2023
34,9/17/2023,38,2023
34,9/24/2023,39,2023
34,10/1/2023,40,2023
33,10/8/2023,41,2023
34,10/15/2023,42,2023
36,10/22/2023,43,2023
36,10/29/2023,44,2023
45,11/5/2023,45,2023
47,11/12/2023,46,2023
53,11/19/2023,47,2023
42,11/26/2023,48,2023
55,12/3/2023,49,2023
56,12/10/2023,50,2023
54,12/17/2023,51,2023
49,12/24/2023,52,2023
40,1/1/2024,1,2024
49,1/8/2024,2,2024
48,1/15/2024,3,2024
61,1/22/2024,4,2024
61,1/29/2024,5,2024
63,2/5/2024,6,2024
57,2/12/2024,7,2024
51,2/19/2024,8,2024
52,2/26/2024,9,2024
66,3/4/2024,10,2024
64,3/11/2024,11,2024
52,3/18/2024,12,2024
44,3/25/2024,13,2024
73,4/1/2024,14,2024
67,4/8/2024,15,2024
66,4/15/2024,16,2024
69,4/22/2024,17,2024
53,4/29/2024,18,2024
80,5/6/2024,19,2024
71,5/13/2024,20,2024
82,5/20/2024,21,2024
115,5/27/2024,22,2024
126,6/3/2024,23,2024
86,6/10/2024,24,2024
98,6/17/2024,25,2024
118,6/24/2024,26,2024
115,7/1/2024,27,2024
